Name,UrlRV,URLYeti,Total Customs Clearances,Total Shipments,Customs Broker,Trade Data, Port Type
"Gold Eagle","https://app.revenuevessel.com/dashboard/importers/5c27f454-09d8-40b3-8a08-3653e95b7514",11,10,"MASTERPIECE INTERNATIONAL LIMITED,-10, A.K. INTERNATIONAL, INC.-1","China-10", "Ambiguous-11"
"FloraLife, a division of Smithers-Oasis","",,,"","", ""
"Rovensa Next formerly ORO AGRI","",,,"","", ""
"Refrigeration","",,,"","", ""
"LSB Industries","https://app.revenuevessel.com/dashboard/importers/793ecb00-7bbb-49f9-a971-e9656bd2faac",19,,"JOHN S JAMES CO-18, NORTH STAR WORLD TRADE SERVICES INC-1","", "Cross Border-18, Air-1"
"nexAir","https://app.revenuevessel.com/dashboard/importers/7f0c5227-7140-4216-89ed-f8a2f6c539d7",36,107,"JOHN M. BRINING CO., INC.-35, BDP INTERNATIONAL-1","Italy-75, Bahamas-10, Dominican Republic-6", "Ocean-30, Rail-6"
"Dober","https://app.revenuevessel.com/dashboard/importers/c99c4b02-ccb1-40c5-ac6f-fb160a0148ca",2,6,"MAINFREIGHT INC.-2","China-6", "Ambiguous-2"
"Chryso North America","https://app.revenuevessel.com/dashboard/importers/2f49b159-beca-45d2-b1b3-29a62385d9c6",174,335,"GHY USA-174","Italy-174, France-125, Greece-18", "Ocean-169, Air-5"
"PeroxyChem","",,,"","", ""
"ENECON","",,,"","", ""
"Rochester Midland","https://app.revenuevessel.com/dashboard/importers/3c792742-1c51-4736-a8d5-458db6032c08",15,37,"NOATUM LOGISTICS USA LLC-15","United Kingdom-14, India-13, China-10", "Ambiguous-14, Ocean-1"
"AmSty","https://app.revenuevessel.com/dashboard/importers/732a77da-eeda-4cb6-b927-a3f101e58977",13,32,"BDP INTERNATIONAL-13","Taiwan-24, Singapore-3, China-3", "Ambiguous-12, Ocean-1"
"Dover Chemical","https://app.revenuevessel.com/dashboard/importers/2ff0d0ac-e414-4a1a-95ba-e48ae62af72d",1,12,"JSK GLOBAL CHB-1","Taiwan-8, Spain-2, India-2", "Rail-1"
"Malco Products","https://app.revenuevessel.com/dashboard/importers/5373f5f5-d538-45b5-a4b4-672a9a9c9b7f",15,,"DSV AIR & SEA, INC.-8, ARMEN CARGO SERVICES INC-6, AMANA EXPRESS INTERNATIONAL INC.-1","", "Rail-13, Ambiguous-1, Ocean-1"
"Hillyard","https://app.revenuevessel.com/dashboard/importers/c689988e-75bb-487e-958f-982b171fe7b6",83,160,"UPS SUPPLY CHAIN SOLUTION-83","Italy-96, United Kingdom-66", "Rail-48, Ambiguous-28, Ocean-4, Air-2, Parcel-1"
"Adesis","https://app.revenuevessel.com/dashboard/importers/2e1b5fae-2e8f-40db-93af-32767f25e097",91,,"JADE INTERNATIONAL INC-91","", "Air-91"
"Colonial Chemical","https://app.revenuevessel.com/dashboard/importers/054f26d0-ad9a-41c5-a5c4-7d42b25a06c2",29,,"PAGE INTERNATIONAL, INC.-29","", "Ocean-16, Air-4, Rail-3, Ambiguous-3, Cross Border-3"
"Verdant Specialty Solutions","",,,"","", ""
"Dixie Chemical","https://app.revenuevessel.com/dashboard/importers/edfaebc0-55f6-439f-a37e-a3af03a480c4",2,10,"DEL-MAR INTERNATIONAL INC-2","India-6, Germany-2, South Korea-2", "Air-1, Ocean-1"
"ISUSA","",,,"","", ""
"GracoRoberts","https://app.revenuevessel.com/dashboard/importers/a1063071-6ce8-447f-97c4-264af7e51d1c",3,,"FREIGHTGATOR LOGISTICS, INC.-3","", "Ocean-2, Air-1"
"Polywater","https://app.revenuevessel.com/dashboard/importers/cc9bb973-a24f-46c5-8147-395ad3668fc0",19,6,"EDWARD J ZARACH & ASSOC INC-18, DHL EXPRESS (USA) INC.-1","Germany-23", "Air-17, Parcel-1, Ambiguous-1"
"Mays Chemical","https://app.revenuevessel.com/dashboard/importers/d1c077df-6fd6-43d4-9af3-a7f4896203fd",197,292,"NDC CUSTOMS BROKERS, INC.-197","Colombia-101, Dominican Republic-49, Jamaica-47", "Ocean-188, Air-9"
"SolvChem","https://app.revenuevessel.com/dashboard/importers/f67a1dde-ffcf-4cd2-86ad-5e73eaa3636d",,,"","", ""
"Koch Agronomic Services","https://app.revenuevessel.com/dashboard/importers/4e779462-450a-45aa-8d31-907c99ff94fc",53,,"F.H. KAYSING COMPANY, LLC-53","", "Ocean-53"
"NCH Latin America","https://app.revenuevessel.com/dashboard/importers/b4b79b77-04f8-4343-9a68-18dc416f7f5e",47,43,"FEDEX TRADE NETWORKS TRANS. & BROKE-32, C.H. ROBINSON INTERNATIONAL, INC.-14, DSV AIR & SEA, INC.-1","China-20, Germany-13, Japan-7", "Cross Border-32, Ocean-8, Air-7"
"Buckeye International","https://app.revenuevessel.com/dashboard/importers/af84b722-d4bf-49e4-bd4a-06722cc5c537",26,12,"STL BROKERAGE SERVICES LLC-23, UPS SUPPLY CHAIN SOLUTION-3","China-12", "Rail-23, Cross Border-3"
"Ascent Chemicals","",,,"","", ""
"GFS Chemicals","https://app.revenuevessel.com/dashboard/importers/0d1214f2-b3b3-4794-9f97-52db937e97e2",10,2,"EXPEDITORS INTERNATIONAL-6, COLUMBUS CUSTOMHOUSE BROKERS-4","Belgium-9", "Air-7, Ambiguous-2, Rail-1"
"Mitsui Chemicals America","https://app.revenuevessel.com/dashboard/importers/369a2e27-fa58-4683-8ad6-14b0db42481b",733,2804,"MITSUI-SOKO (U.S.A.) INCORPORATED-718, NNR GLOBAL LOGISTICS USA INC-12, DELTA EXPRESS CHB LLC-2","Singapore-1218, South Korea-936, Japan-382", "Air-375, Ocean-167, Rail-103, Ambiguous-71"
"Azelis CASE","https://app.revenuevessel.com/dashboard/importers/1aa821a4-b3c7-4d9c-a530-8e5eee097fba",30,,"A N DERINGER, INC.-28, MARA SHIPPING INC-2","", "Cross Border-29, Ambiguous-1"
"Simoniz USA","https://app.revenuevessel.com/dashboard/importers/37ca5102-f3da-439a-9921-d27d84b31a78",2,6,"AMERICAN SHIPPING COMPANY, INC.-2","Taiwan-4, China-2", "Ambiguous-2"
"Meyer Lab","",,,"","", ""
"Acme-Hardesty","https://app.revenuevessel.com/dashboard/importers/2d95217e-2959-45e3-bab4-453d2251bec2",,,"","", ""
"REC Silicon","https://app.revenuevessel.com/dashboard/importers/9dac3174-b3d2-4b6b-9211-d95d99b411da",546,1067,"MTI WORLDWIDE LOGISTICS CORPORATION-494, REC ADVANCED SILICON MATERIALS LLC-52","China-361, South Korea-280, Taiwan-178", "Ocean-494, Rail-52"
"AWC","https://app.revenuevessel.com/dashboard/importers/ff7484b2-d420-4abf-b44e-f91e3a9b96ac",9,10,"AJ ARANGO-9","Pakistan-4, South Korea-4, China-2", "Ocean-8, Air-1"
"Harcros","https://app.revenuevessel.com/dashboard/importers/4c9288c4-e4dd-47d7-a6bd-d917b97afef3",10,435,"BESTWAY INTERNATIONAL, INC.-9, RTW LOGISTICS INC.-1","Oman-200, India-122, Spain-69", "Ocean-5, Cross Border-4, Rail-1"
"Ashburn Chemical","",,,"","", ""
"Hawkins","https://app.revenuevessel.com/dashboard/importers/3e4c4cfb-ce86-48bb-8702-e5889c8082ff",2,13,"JZI GLOBAL SUPPLY CHAIN MANAGEMENT,-1, C.H. ROBINSON INTERNATIONAL, INC.-1","Netherlands-9, Israel-4", "Cross Border-1, Ambiguous-1"
"Tata Chemicals North America","",,,"","", ""
"Nu-Calgon","https://app.revenuevessel.com/dashboard/importers/3122cb8e-61a3-4aa9-9742-43a7b4d14d60",14,23,"PLG CUSTOMS BROKERS INC.-13, KUEHNE & NAGEL INC-1","Taiwan-19, Malaysia-2, China-2", "Ambiguous-8, Ocean-3, Rail-2, Cross Border-1"
"Bedoukian Research","https://app.revenuevessel.com/dashboard/importers/1fc4652a-6213-40ea-b7d0-fd4d3d821c46",127,202,"WILLIAM B SKINNER, INC.-127","India-123, China-40, Germany-28", "Ambiguous-93, Air-33, Cross Border-1"
"Shin-Etsu Silicones of America","https://app.revenuevessel.com/dashboard/importers/90b39ca4-78dd-42e3-99d9-02cc7909f626",1512,3690,"DSV AIR & SEA, INC.-1358, W J BYRNES CO OF LA-112, EUGENIO F RICCI-23","Thailand-2197, Japan-923, South Korea-281", "Ocean-653, Air-307, Ambiguous-265, Rail-263, Cross Border-11, Parcel-5"
"Flexsys","https://app.revenuevessel.com/dashboard/importers/0bda2cd3-a81b-403a-a16d-7d1133996120",215,523,"JOHN S JAMES CO-208, C.H. POWELL COMPANY-7","Belgium-468, India-43, Canada-10", "Rail-132, Ocean-63, Ambiguous-10, Air-10"
"Pro Chem","https://app.revenuevessel.com/dashboard/importers/25041cce-f63d-42cf-9cb1-a1a83eba0f6e",33,73,"CONCEPT BROKERAGE INC-33","Colombia-32, Spain-17, India-10", "Ocean-33"
"The Chemical","https://app.revenuevessel.com/dashboard/importers/f5a76dba-a521-47e1-8c66-a284ab31d792",338,2,"ELENA O. ASTURIAS-172, LIVINGSTON INTERNATIONAL INC.-162, EDWARD J ZARACH & ASSOC INC-4","Germany-4", "Cross Border-162, Ambiguous-91, Ocean-83, Air-2"
"HD Chem","",,,"","", ""
"KB International","",,,"","", ""
"Noah Chemicals","https://app.revenuevessel.com/dashboard/importers/33a96395-954b-412c-aa64-2fb12c482642",6,2,"CLEARFREIGHT, INC.-5, DHL EXPRESS (USA) INC.-1","China-3", "Ocean-4, Parcel-1, Air-1"
"Nagase America","https://app.revenuevessel.com/dashboard/importers/a761d762-80ae-4f3b-8f3d-bb64107beadc",303,,"NNR GLOBAL LOGISTICS USA INC-284, EUGENIO F RICCI-12, LIVINGSTON INTERNATIONAL INC.-5","", "Ambiguous-123, Air-99, Rail-53, Ocean-10, Cross Border-8"
"SEITZ","https://app.revenuevessel.com/dashboard/importers/c4738cca-e4dd-4754-829b-204f2deb79a6",35,82,"J CORTINA INC-35","Belgium-61, Bahamas-18, Netherlands-4", "Ocean-34, Air-1"
"SEM Products","https://app.revenuevessel.com/dashboard/importers/f93347db-770f-4ccc-9990-65a334051948",1,14,"BDP INTERNATIONAL-1","China-10, United Kingdom-2, Italy-2", "Rail-1"
"Jordi Labs, an RQM+","https://app.revenuevessel.com/dashboard/importers/7d35d9a4-2620-4ac2-a47a-1215a445d51b",1,,"DHL EXPRESS (USA) INC.-1","", "Parcel-1"
"Silberline","https://app.revenuevessel.com/dashboard/importers/470829af-0465-44c4-91a3-cde49dada6ed",93,65,"ARIES GLOBAL LOGISTICS, INC.-93","South Korea-70, United Kingdom-13, China-6", "Ambiguous-67, Air-25, Cross Border-1"
"Butler Gas Products","",,,"","", ""
"Alberdingk Boley","https://app.revenuevessel.com/dashboard/importers/36e72954-73bc-4b6c-8d6d-295d901a8aed",49,,"A.V. REILLY INTERNATIONAL LTD.-49","", "Ocean-35, Ambiguous-11, Air-3"
"ART Hydroprocessing","",,,"","", ""
"Orchidia Fragrances","",,,"","", ""
"Strem Catalog","https://app.revenuevessel.com/dashboard/importers/b24284d4-9130-4f41-9cbf-96b8821a152a",41,,"C.H. POWELL COMPANY-41","", "Air-29, Parcel-12"
"Fauske & Associates","",,,"","", ""
"Sunstar Engineering Americas","",,,"","", ""
"AFCO Food and Beverage","https://app.revenuevessel.com/dashboard/importers/96b71387-5372-4d55-9ded-8230d4417114",12,,"JOHN S. CONNOR, INC.-12","", "Air-5, Ocean-4, Ambiguous-3"
"GC International","",,,"","", ""
"Weld-On","https://app.revenuevessel.com/dashboard/importers/85cc4ac9-4f95-473d-85cb-eddadef64ca2",9,388,"DSV AIR & SEA, INC.-5, TRANSFAIR NORTH AMERICA INTL FREIGH-3, OVAN INTERNATIONAL, LTD.-1","India-339, China-25, Singapore-15", "Ocean-6, Air-3"
"Impermea Materials","",,,"","", ""
"Aepnus Technology","https://app.revenuevessel.com/dashboard/importers/ae84d37e-1748-4311-8b71-d9e095d2b2fa",,2,"","China-2", ""
"Alexium International Group Limited","https://app.revenuevessel.com/dashboard/importers/4958c48a-cbba-4675-b25a-ea82b6b4b74a",1,,"TQL GLOBAL, LLC-1","", "Air-1"
"Slide Products","",,,"","", ""
"Brilliant Group","https://app.revenuevessel.com/dashboard/importers/6c84188b-429a-468c-a98c-325b81936fa6",53,,"YAMATO TRANSPORT USA INC-26, DAVID D. KIM-26, AEI DRAWBACK SERVICES INC-1","", "Ocean-40, Air-12, Ambiguous-1"
"Haviland Enterprises","https://app.revenuevessel.com/dashboard/importers/943a4f50-8497-4782-bcce-2a704e846779",38,12,"FEDEX TRADE NETWORKS TRANS. & BROKE-28, ALBA WHEELS UP INT'L INC.-6, DHL EXPRESS (USA) INC.-2","South Korea-16, Taiwan-3", "Parcel-31, Air-7"
"Arrow-Magnolia International","",,,"","", ""
"Victory Innovations","",,,"","", ""
"ChemScene","",,,"","", ""
"CFI Carbon Products","",,,"","", ""
"Samirian Chemicals","",,,"","", ""
"Radical AI","",,,"","", ""
"High Force Research","",,,"","", ""
"SGCE","",,,"","", ""
"Zerust Integrity Solutions","",,,"","", ""
"Capital Resin","https://app.revenuevessel.com/dashboard/importers/4e200aa9-4fa6-4f3a-9ebe-be4dbbaeebaf",3,23,"EXPEDITORS INTERNATIONAL-3","China-16, Japan-3, India-2", "Rail-2, Air-1"
"ANSAC","https://app.revenuevessel.com/dashboard/importers/ab632a92-2edb-4a5b-8105-9fd8b33304a3",,98,"","Germany-98", ""
"Ethox Chemicals","https://app.revenuevessel.com/dashboard/importers/12584466-7c15-4e90-8560-5414f3d2c83a",,16,"","India-12, Oman-4", ""
"KOST USA","",,,"","", ""
"Watertech of America","",,,"","", ""
"Chemtool","",,,"","", ""
"Hydrotex","",,,"","", ""
"Spray Products","https://app.revenuevessel.com/dashboard/importers/e9df4d9e-3ba9-4be1-84f0-7b978da2673e",25,72,"SAVINO DEL BENE USA INC-9, BDP INTERNATIONAL-9, PAUL BELLACK INC-7","China-57, India-8, South Korea-3", "Rail-16, Ambiguous-9"
"AB Specialty Silicones","https://app.revenuevessel.com/dashboard/importers/5a8fd7be-f0bd-424f-8baf-75dc93cb9287",,9,"","China-6, South Korea-3", ""
"ViridiCO2","",,,"","", ""
"Parr Instrument","https://app.revenuevessel.com/dashboard/importers/a8253ce4-dd64-47a4-aa1d-03604da8101c",104,,"UPS SUPPLY CHAIN SOLUTION-81, SCHENKER, INC.-15, DHL EXPRESS (USA) INC.-8","", "Parcel-52, Cross Border-36, Ambiguous-14, Air-2"
"Soltex","https://app.revenuevessel.com/dashboard/importers/20cebbf5-eb79-44c1-aa6b-67fe18a76da4",430,8,"WILLSON INTERNATIONAL INC-284, UTC OVERSEAS, INC.-140, CUSTOMS IMPORT SERVICES-5","India-5, South Korea-3", "Cross Border-284, Ocean-141, Ambiguous-5"
"LBB Specialties","https://app.revenuevessel.com/dashboard/importers/b0ff8687-8afa-4bfa-862f-9d683409febf",541,380,"J.M. RODGERS CO., INC.-534, DHL EXPRESS (USA) INC.-5, UPS SUPPLY CHAIN SOLUTION-2","India-139, Belgium-46, France-46", "Ambiguous-312, Ocean-108, Air-75, Rail-23, Parcel-4, Cross Border-4"
"Colonial Chemical Solutions","https://app.revenuevessel.com/dashboard/importers/e92c8804-f916-4bca-b698-d377be254b11",109,392,"EXPEDITORS INTERNATIONAL-61, DJ POWERS CO INC.-44, JOHN S JAMES CO-4","China-80, Belgium-50, South Korea-43", "Ocean-109"
"SenesTech Inc./ Evolve Rodent Birth Control","",,,"","", ""
"Sunoco Lubricants","",,,"","", ""
"Ultimate Linings","",,,"","", ""
"Revchem Composites","https://app.revenuevessel.com/dashboard/importers/30c9f714-9395-4b43-accc-bbfd09d2a933",8,17,"EDWARD N. JORDAN-3, DHL EXPRESS (USA) INC.-2, CLEARFREIGHT, INC.-2","China-14, United Kingdom-2, Singapore-2", "Air-4, Parcel-2, Ocean-2"
"Aquatrols","",,,"","", ""
"Bolder Industries","",,,"","", ""
"Kodiak","",,,"","", ""
"VersaFlex","",,,"","", ""
"CK Supply","",,,"","", ""
"La Mesta Chimie Fine","",,,"","", ""
"Ameripolish","https://app.revenuevessel.com/dashboard/importers/3c235a77-5de0-4b8f-8c01-c3082ae4a5b1",1,,"V ALEXANDER & CO INC-1","", "Rail-1"
"Accurate Companies","",,,"","", ""
"Chem Arrow","https://app.revenuevessel.com/dashboard/importers/0a08ad76-91da-40e0-a866-4965fb2250fe",6,6,"HOC USA INC.-4, DONG KIM-2","South Korea-6", "Ocean-3, Cross Border-3"
"Gantrade","https://app.revenuevessel.com/dashboard/importers/9e2c3661-5f71-4f22-84d3-52d05cbc4d85",339,935,"J.M. RODGERS CO., INC.-331, CARGOTRANS INC-7, ROSA MARINA FLORES-ALVAREZ-1","Taiwan-541, South Korea-123, India-60", "Ocean-204, Ambiguous-129, Air-5, Rail-1"
"Micro Powders","https://app.revenuevessel.com/dashboard/importers/62ebd5d8-ba23-4f46-ae28-5e656ff38aba",14,,"JOHN S. CONNOR, INC.-14","", "Ambiguous-14"
"United Suppliers","",,,"","", ""
"Inorganic Ventures","https://app.revenuevessel.com/dashboard/importers/83431440-eb90-446e-aca0-9478084456de",,,"","", ""
"Deltech","https://app.revenuevessel.com/dashboard/importers/9401d52a-3795-4d17-86b5-c639331a2b94",,,"","", ""
"Pharco B International for Chemicals","",,,"","", ""
"Single Source","https://app.revenuevessel.com/dashboard/importers/96b070b7-107d-49ca-a129-b3fc2d61dcc5",,,"","", ""
"Third Coast","https://app.revenuevessel.com/dashboard/importers/6e52739c-c9e4-4809-b1c1-83b7a322b2c6",,14,"","France-14", ""
"BOC Sciences","",,,"","", ""
"Cardinal Paint & Powder","https://app.revenuevessel.com/dashboard/importers/610eaecb-fef1-4295-b3ae-95530d8d04df",6,,"JANET MARIE UJFALUSI-3, RICHARD L. JONES CALEXICO INC.-1, INTERNATIONAL ACTIVITIES CORP.-1","", "Ocean-3, Cross Border-1, Air-1, Ambiguous-1"
"Magnomer","",,,"","", ""
"Alexander Chemical","",,,"","", ""
"Chem-Impex International","https://app.revenuevessel.com/dashboard/importers/99b359fe-ba8e-415e-92b7-5f61094db539",160,8,"WORLDWIDE LOGISTIC PARTNERS, INC-101, DHL EXPRESS (USA) INC.-59","India-8, Taiwan-2", "Ambiguous-101, Parcel-57, Air-2"
"AgroChem USA","",,,"","", ""
"Clean Chemistry","",,,"","", ""
"Exacto","",,,"","", ""
"Struktol Company of America","https://app.revenuevessel.com/dashboard/importers/96bb186e-81e3-4510-90ab-5220ec07c7b0",80,173,"DSV AIR & SEA, INC.-79, MID AMERICA OVERSEAS, INC.-1","China-139, Germany-17, South Korea-13", "Air-38, Rail-31, Ambiguous-6, Ocean-5"
"ICOF America","",,,"","", ""
"Elevated Materials","",,,"","", ""
"PAVCO","https://app.revenuevessel.com/dashboard/importers/c8fc614f-ed51-486e-bda9-273b27c123b1",,,"","", ""
"Performance Chemical","",,,"","", ""
"CTI","https://app.revenuevessel.com/dashboard/importers/37cb672b-1bb3-42e9-91f0-0bb9c5922a1d",,,"","", ""
"INEOS Calabrian","https://app.revenuevessel.com/dashboard/importers/9c348125-0331-427c-bfe9-b3b3a24b0cc4",2200,150,"LIVINGSTON INTERNATIONAL INC.-2200","Oman-53, Belgium-27, Spain-20", "Cross Border-1825, Ambiguous-180, Ocean-175, Rail-16, Air-4"
"Blacklidge","",,,"","", ""
"Nachurs Alpine Solutions","https://app.revenuevessel.com/dashboard/importers/7f1358f7-50d8-482c-953c-43f8a2f2422e",71,144,"STAR ASIA CUSTOMS, TRADE & SECURITY-50, KUEHNE & NAGEL INC-19, LOGFRET, INC.-2","China-103, Turkey-32, Mexico-12", "Ocean-42, Ambiguous-19, Air-8, Rail-2"
"Goulston","https://app.revenuevessel.com/dashboard/importers/9a73f401-969a-4b27-818e-46b6c4a73f65",153,419,"D & B CUSTOMS LLC-102, JOHN S JAMES CO-47, TOM CHANG-1","China-140, South Korea-132, India-63", "Ocean-133, Cross Border-17, Air-2, Parcel-1"
"Encapsys","https://app.revenuevessel.com/dashboard/importers/f8778111-19bf-45a8-ba4b-977b8c9b8adf",19,,"ROHLIG USA LLC-19","", "Air-17, Ambiguous-2"
"RenewCO₂","",,,"","", ""
"EFTEC","",,,"","", ""
"Chlor*Rid","",,,"","", ""
"Kismet","",,,"","", ""
"SUPERIOR Industrial Solutions","https://app.revenuevessel.com/dashboard/importers/c30a7338-b9b6-4d0f-8fb4-cc08a1f15ede",196,21,"CONTINENTAL AGENCY INC-196","China-30", "Ocean-105, Ambiguous-51, Rail-31, Air-9"
"CJB Industries","",,,"","", ""
"Diamond Vogel Paints","https://app.revenuevessel.com/dashboard/importers/516b0e08-de10-458d-a357-6ccbb8bd1ac7",2,,"SCHENKER, INC.-2","", "Ambiguous-2"
"Market Acceleration","",,,"","", ""
"Transtar Autobody Technologies","",,,"","", ""
"Crysalis Biosciences","",,,"","", ""
"Blue Tech Water","",,,"","", ""
"FUJIFILM Wako Chemicals USA","",,,"","", ""
"ARi","",,,"","", ""
"Weas Engineering","",,,"","", ""
"American Colors","https://app.revenuevessel.com/dashboard/importers/89ab4541-d558-40ef-bb23-6da5e2d6539b",7,8,"DHL EXPRESS (USA) INC.-4, DAMCO CUSTOMS SERVICES, INC.-3","Dominican Republic-4, Morocco-2, Colombia-2", "Parcel-4, Cross Border-2, Rail-1"
"FOURINOX Vessel & Heat Exchanger","",,,"","", ""
"Etimine USA","https://app.revenuevessel.com/dashboard/importers/c2a48753-2fcb-484e-9616-2a0ef673ceae",142,246,"ROGERS & BROWN CUSTOM BROKERS, INC.-95, BOLLORE LOGISTICS USA INC.-46, ARMEN CARGO SERVICES INC-1","Turkey-221, Spain-38", "Ocean-70, Cross Border-50, Air-16, Ambiguous-6"
"Taiyo America","https://app.revenuevessel.com/dashboard/importers/9d7171c2-8105-4c2f-a4c2-e3d8838ce11c",77,74,"BENDER INTERNATIONAL, LLC-77","South Korea-104, Japan-36, Belgium-6", "Air-76, Ambiguous-1"
"Scientific & Regulatory Consultants","",,,"","", ""
"PRO-SET Epoxy","",,,"","", ""
"ChemDesign","",,,"","", ""
"Carlisle TyrFil","",,,"","", ""
"FinishWorks","",,,"","", ""
"MCPU POLYMER ENGINEERING","",,,"","", ""
"DeWolf Chem","",,,"","", ""
"soulbrain MI","https://app.revenuevessel.com/dashboard/importers/11bd3559-ce49-4925-91e2-b51efc2d127f",138,320,"TRANS-OVERSEAS CORPORATION-133, B & H CUSTOMS SERVICE INC.-4, DHL EXPRESS (USA) INC.-1","China-268, South Korea-58", "Cross Border-109, Ambiguous-19, Air-5, Ocean-4, Parcel-1"
"Analytical & Regulatory Chemistry","",,,"","", ""
"Reagents","https://app.revenuevessel.com/dashboard/importers/42df829a-797c-432c-9d9e-b0a427f8461e",11,18,"C J INTERNATIONAL, INC.-11","China-21", "Ambiguous-8, Air-3"
"Van Horn, Metz & Company","https://app.revenuevessel.com/dashboard/importers/4f8fad7f-cec6-450d-939e-523ab6a81382",67,38,"JADE INTERNATIONAL INC-45, B & H CUSTOMS SERVICE INC.-12, WOODLAND BROKERAGE INC-9","China-19, South Korea-13, Germany-9", "Ambiguous-45, Ocean-14, Air-5, Rail-2, Cross Border-1"
"KIWO","https://app.revenuevessel.com/dashboard/importers/fed29255-e781-47bb-8b7a-9618ece2b787",103,6,"UPS SUPPLY CHAIN SOLUTION-49, POWERHOUSE CUSTOMS BROKERAGE-44, R WILBUR SMITH & CO., INC.-10","Germany-4, China-4, Japan-4", "Ocean-34, Cross Border-32, Parcel-21, Air-7, Ambiguous-6, Rail-3"
"1st Ayd","https://app.revenuevessel.com/dashboard/importers/74260d2b-ac77-4439-b1ef-6cfd685174c1",6,17,"JEFFREY A AGUILAR-6","Singapore-9, China-8", "Ambiguous-6"
"Corrugated Chemicals","",,,"","", ""
"Ajay-SQM","https://app.revenuevessel.com/dashboard/importers/d4bf3853-3978-48c8-a9e4-04a612bb4db7",14,8,"BENNETT INTERNATIONAL TRANSPORT, LL-14","Belgium-5, France-2, China-2", "Ocean-10, Cross Border-3, Air-1"
"Solberg Foam","",,,"","", ""
"UNX-Christeyns","",,,"","", ""
"OCOchem","",,,"","", ""
"REMET UK","",,,"","", ""
"McGean","https://app.revenuevessel.com/dashboard/importers/05424578-f6d2-4078-a837-0b665202a0dd",9,2,"MIDWEST TRANSATLANTIC LINES LLC-5, MGF US INC.-3, ALBERTO BARAJAS-1","China-7", "Air-5, Cross Border-3, Ocean-1"
"SGS Chemical Solutions Laboratories","",,,"","", ""
"Biobor Fuel Additives","",,,"","", ""
"PMC Biogenix","https://app.revenuevessel.com/dashboard/importers/f5ecf161-c980-46d6-b16b-0c06140efa4b",30,154,"DSV AIR & SEA, INC.-21, BDP INTERNATIONAL-9","South Korea-139, Oman-14, India-2", "Rail-28, Air-1, Ocean-1"
"Tailored Adhesives","https://app.revenuevessel.com/dashboard/importers/771e4a56-7495-4ba5-a4ea-ce02e80f2871",15,76,"DIMERCO CUSTOMS BROKERAGE SERVICES-8, SUNGSOO JANG-7","South Korea-65, China-9, Netherlands-2", "Ocean-15"
"Kao Specialties Americas","https://app.revenuevessel.com/dashboard/importers/0ea281ab-0d29-4ac8-83dd-54abd27d236a",673,957,"JOHN S. CONNOR, INC.-289, EXPEDITORS INTERNATIONAL-214, CLASQUIN USA INC-160","Belgium-534, Japan-132, China-113", "Ocean-339, Cross Border-142, Air-121, Ambiguous-66, Parcel-5"
"Colorbiotics","https://app.revenuevessel.com/dashboard/importers/c70803e5-3171-4ea1-8a3f-82fc4c3d3958",,668,"","Sri Lanka-372, China-236, India-31", ""
"Rextac","https://app.revenuevessel.com/dashboard/importers/e671addd-f648-4e5f-a8fe-a85bb3a0a6fe",2,,"S & H CUSTOMS BROKER, INC.-1, SPEEDLINE SYSTEMS, INC.-1","", "Ocean-2"
"Belzona Latinoamérica","",,,"","", ""
"Cryotech Deicing Technology","",,,"","", ""
"ChemMasters","https://app.revenuevessel.com/dashboard/importers/7b426910-5171-49a0-83cc-5f9de80d7948",,,"","", ""
"Raven Lining Systems","",,,"","", ""
"Silver Fern Chemical","https://app.revenuevessel.com/dashboard/importers/d98272a2-fff8-4ba3-ab2b-a96e030326a1",217,,"PMK INTERNATIONAL LLC-215, DHL EXPRESS (USA) INC.-2","", "Ocean-130, Ambiguous-75, Rail-9, Parcel-2, Air-1"
"Coval","",,,"","", ""
"Callery","https://app.revenuevessel.com/dashboard/importers/dcfd0906-4fd6-4e18-83aa-97e3ad45aea8",59,18,"UNINATIONS CORPORATION-56, J.G. EBERLEIN & CO., INC.-3","Singapore-12, Ireland-6", "Ambiguous-35, Ocean-15, Rail-5, Cross Border-4"
"PureKemika","",,,"","", ""
"Creative Polymer Solutions","https://app.revenuevessel.com/dashboard/importers/3fd9716a-da99-4efc-86ce-0d9f99d39d1e",,,"","", ""
"BlueScope Coated Products","https://app.revenuevessel.com/dashboard/importers/2955dfcc-59ab-40cc-862e-8fa670ade23b",2631,,"LIBRADO PINA, INC.-2631","", "Cross Border-2631"
"PurityPlus","",,,"","", ""
"BC Adhesives","",,,"","", ""
"Innovative Chemical","https://app.revenuevessel.com/dashboard/importers/82b7def0-2342-43de-9723-d39c0ba512d7",12,27,"CARGO BROKERS INTERNATIONAL, INC-11, CARGO SERVICES, INC.-1","Belgium-12, China-11, India-4", "Ocean-11, Air-1"
"McLube","",,,"","", ""
"Red Line Synthetic Oil","",,,"","", ""
"US Hazmat Rentals","",,,"","", ""
"Dipsol Of America","https://app.revenuevessel.com/dashboard/importers/2e375225-16a1-4a22-8cbb-5677ad063849",13,56,"UPS SUPPLY CHAIN SOLUTION-12, SEKO CUSTOMS BROKERAGE INC.-1","Japan-52, Taiwan-4", "Cross Border-9, Ambiguous-3, Ocean-1"
"General Coatings Manufacturing Corp.","",,,"","", ""
