"Find companies","legal_name","Normalize Company Name","company_name","Description","Primary Industry","Size","Type","hq_location","Country","domain","LinkedIn URL","Exports Status","Perplexity AI","Update People Search (Find people Table) - 2025-07-23T00:23:14.108Z","Update People Search (Find people Table) - 2025-07-23T05:01:32.416Z","Update People Search (Find people Table) - 2025-07-25T07:31:30.042Z"
,"Gulbrandsen","✅ Gulbrandsen","Gulbrandsen","Gulbrandsen is a global specialty chemical company headquartered in Orangeburg, SC with 6 facilities worldwide. Gulbrandsen takes pride in being a leader in innovative chemistry and technologies.  We produce chemical catalysts and intermediates that are used in a wide variety of applications.","Chemical Manufacturing","501-1,000 employees","Privately Held","Orangeburg, South Carolina","United States","gulbrandsen.com","https://www.linkedin.com/company/gulbrandsen",,,,,
,"Infinium","✅ Infinium","Infinium","Infinium is a leading provider of gas conversion solutions and developer of eFuels projects. Its offerings include ultra-low carbon synthetic eFuels, technology enabling monetization of flare gas and RNG, and patented technology designed to support the rapidly evolving energy industry. Infinium is a company of “firsts”—the first to produce commercial volumes of power-to-liquid clean eFuels; the first to develop and deploy modular gas conversion technology; and the only clean fuels innovator offering end-to-end solutions to customers at every step in their energy journey. Industry leaders including Amazon, American Airlines, Borealis and IAG are customers of Infinium. Learn more at www.infiniumco.com.

Interested in working for Infinium? View our open jobs and apply at https://www.linkedin.com/company/infiniumco/jobs/.","Chemical Manufacturing","51-200 employees","Privately Held","Sacramento, CA","United States","infiniumco.com","https://www.linkedin.com/company/infiniumco",,,,,
,"TERPHANE","✅ TERPHANE","TERPHANE","TERPHANE is the Leader in the Latin American Market for bioriented polyester films (BOPET). Having a Global presence, and over 45 years of experience and tradition in developing unique products for the flexible packaging industry. Terphane stands at the forefront of development, innovation, complex solutions, and quality. Thus creating superior value for its customers in everything that it does.","Chemical Manufacturing","201-500 employees","Privately Held","Bloomfield, New York","United States","terphane.com","https://www.linkedin.com/company/terphane",,,,,
,"Daikin America, Inc","✅ Daikin America","Daikin America","Daikin has been a world leader in the development, manufacture and sales of fluoropolymers and chemistry since 1924 . Headquartered in Osaka, Japan, Daikin is renowned for innovation, quality and commitment. As the world changes, Daikin is meeting the challenges with technology that makes a difference. We have in the forefront of the fluorocarbon industry is not just constant innovation in the products we develop, but the service and support behind them.

Daikin’s fluoropolymers and chemicals, with their wide range of unique properties and Daikin’s products area ideally suited for use in aerospace, architecture, automotive, consumer cookware, energy storage, filtration, home goods, industry, medical, nonwovens, optics & displays, paper & packaging, oil & gas, renewable energy, semiconductor, textile & fabric treatments and wire & cable.","Chemical Manufacturing","201-500 employees","Public Company","Orangeburg, NY","United States","daikin-america.com","https://www.linkedin.com/company/daikin-america",,,,,
,"BayoTech Hydrogen","✅ BayoTech Hydrogen","BayoTech Hydrogen","BayoTech is committed to addressing the global need for reliable, cost-effective and low-carbon hydrogen. Our modular, scalable, and rapidly deployable hydrogen generation, transport, storage and fueling solutions make hydrogen easy. When paired with renewable natural gas or carbon capture, BayoTech offers the most cost-effective green hydrogen available today.","Chemical Manufacturing","51-200 employees","Privately Held","Albuquerque, NM","United States","bayotech.us","https://www.linkedin.com/company/bayotech",,,,,
,"Actylis","✅ Actylis","Actylis","Actylis is a leading manufacturer and supplier of critical raw materials and performance ingredients serving the Life Sciences, Specialty Chemicals, and Agriscience industries.

We offer standard and custom ingredients through our rapidly growing portfolio of GMP and non-GMP facilities worldwide, and further choice through our strong sourcing hub network. This unique hybrid option blending manufacturing and global sourcing, combined with more than 75 years of sourcing and distribution experience makes Actylis the Partner of Choice.","Chemical Raw Materials Manufacturing","501-1,000 employees","Privately Held","Port Washington, New York","United States","actylis.com","https://www.linkedin.com/company/actylis",,,,,
,"American Vanguard","✅ American Vanguard","American Vanguard","American Vanguard Corporation is a diversified specialty and agricultural products company that develops, manufactures, and markets solutions for crop protection and nutrition, turf and ornamentals management, commercial and consumer pest control. Over the past 20 years, through product and business acquisitions, the Company has expanded its operations into 19 countries and now has over 1,000 product registrations in 56 nations, worldwide.","Chemical Manufacturing","501-1,000 employees","Public Company","Newport Beach, California","United States","amvac.com","https://www.linkedin.com/company/amvac-american-vanguard",,,,,
,"FFS - a Lucta Brand","✅ FFS","FFS","Flavor & Fragrance Specialties is now a Lucta brand focusing on flavors for coffee & specialty beverages. As pioneers in the dynamic flavored coffee market, we’ve spent the last 40 years partnering with brands
to ensure their coffee products satisfy ever-changing consumer expectations.

Our teams focus on key beverage segments and passionately partner with companies to leverage the power of taste to make their products irresistible to consumers.","Chemical Manufacturing","51-200 employees","Privately Held","Mahwah, NJ","United States","ffs.com","https://www.linkedin.com/company/flavor-&-fragrance-specialties",,,,,
,"PVS Chemicals","✅ PVS Chemicals","PVS Chemicals","PVS Chemicals enables our world through the safe and reliable delivery of chemistry, either created by us or sourced from partners.
 
Family owned since 1945, the PVS team continues to deliver sustainable solutions for the daily lives of our customers, suppliers and communities. We're Headquartered in Detroit, Michigan and we have manufacturing plants and distribution facilities located throughout North America, Europe, and Asia

PVS is recognized for its ability to deliver a diversified chemical product line with solid experience in
manufacturing and sourcing to support daily needs and a sustainable future.","Chemical Manufacturing","501-1,000 employees","Privately Held","Detroit, MI","United States","pvschemicals.com","https://www.linkedin.com/company/pvschemicals",,,,,
,"Pilot Chemical Company","✅ Pilot Chemical","Pilot Chemical","Pilot Chemical Company is a privately owned and independent global specialty chemical manufacturer providing high-quality products and services to the household, industrial, and institutional (HI&I); personal care; metalworking and lubricants; oilfield; and emulsion polymerization industries. Its proprietary core technologies involve alkylation, sulfonation, sulfation and a number of other specialty operations, including the production of biocides and cGMP products. Pilot, an industry leader in chemical innovation and safety, owns the most state-of-the-art continuous sulfation process in North America, is a leader in quaternary ammonium compounds, and is the world’s largest manufacturer of disulfonates. Pilot is certified under both ISO 9001:2015 and the American Chemistry Council’s Responsible Care program and holds a silver-medal rating with EcoVadis for sustainability. Pilot is headquartered in Cincinnati, Ohio, with additional sites located in Ohio, Texas, New Jersey, and Mexico.

Contact Pilot Chemical by emailing: pilot@pilotchemical.com or call 1-800-70-PILOT (74568)","Chemical Manufacturing","201-500 employees","Privately Held","West Chester, Ohio","United States","pilotchemical.com","https://www.linkedin.com/company/pilot-chemical-company",,,,,
,"Piedmont Lithium Inc.","✅ Piedmont Lithium","Piedmont Lithium","Piedmont Lithium is developing a world-class integrated lithium business in the United States, enabling the transition to a net zero world and the creation of a clean energy economy in America. Our location in the renowned Carolina Tin Spodumene Belt of North Carolina, the cradle of the lithium industry, positions us to be one of the world’s lowest cost producers of lithium hydroxide, and the most strategically located to serve the fast-growing US electric vehicle supply chain. The unique geographic proximity of our resources, production operations and prospective customers, places us on the path to be the most sustainable producer of lithium hydroxide in the world and should allow Piedmont to play a pivotal role in supporting America’s move toward decarbonization and the electrification of transportation and energy storage. For more information, www.piedmontlithium.com.","Chemical Manufacturing","51-200 employees","Public Company","Belmont, North Carolina","United States","piedmontlithium.com","https://www.linkedin.com/company/piedmont-lithium-inc",,,,,
,"FEYNLAB Inc.","✅ FEYNLAB","FEYNLAB","Feynlab develops & manufactures a family of products for enhancing and protecting automotive, marine, aircraft, and industrial finishes. These products allow vehicles and surfaces more: UV protection, chemical resistance, enhanced color, a glossier finish, simplicity of cleaning, and the ability to stay cleaner – longer.

FEYNLAB’s company focus and namesake are rooted in the work of Richard 
Feynman who was the first to study the “very small” in order to record data and create “nano bots.”","Chemical Manufacturing","51-200 employees","Privately Held","Lombard, Illinois","United States","feynlab.com","https://www.linkedin.com/company/feynlab",,,,,
,"Cemvita Inc.","✅ Cemvita","Cemvita","At Cemvita, we are on a mission to make industrial cheaper and faster, at scale. With a strong foundation in synthetic biology, green chemistry, and bio-manufacturing, we develop carbon-neutral, bio-based oils that replace petroleum-derived products in critical industries such as biofuels, agriculture, and personal care.

Our team combines deep technical expertise with a clear vision for a sustainable future. From ideation to large-scale commercialization, we help companies reduce their environmental footprint while maintaining product performance and profitability. Our industry-leading technologies enable businesses to achieve their sustainability goals while tapping into the growing demand for greener alternatives in the marketplace.
Whether it’s creating low-carbon oils for industrial applications, or sustainable biofertilizer, our solutions provide real-world impact. We are committed to shaping a more sustainable tomorrow—today.

For more info please contact: info@cemvita.com","Chemical Manufacturing","51-200 employees","Privately Held","Houston, Texas","United States","cemvita.com","https://www.linkedin.com/company/cemvita-inc",,,,,
,"Tessenderlo Kerley, Inc.","✅ Tessenderlo Kerley","Tessenderlo Kerley","With headquarters in Phoenix, Arizona, Tessenderlo Kerley, Inc. produces and markets specialty chemical solutions, including fertilizers, crop protection chemicals and process chemicals and services to diverse markets around the world. Tessenderlo Kerley operates 12 manufacturing plants in North America in addition to an extensive terminal network. In 2017, TKI celebrated 70 Years of Growth.

Tessenderlo Group is a diversified industrial group that focuses on agriculture, valorizing bio-residuals and providing industrial solutions. Founded and headquartered in 1919 in Belgium.","Chemical Manufacturing","501-1,000 employees","Public Company","Phoenix, AZ","United States","tkinet.com","https://www.linkedin.com/company/tessenderlo-kerley",,,,,
,"Emery Oleochemicals","✅ Emery Oleochemicals","Emery Oleochemicals","Emery Oleochemicals is a leading global specialty chemicals manufacturer. We provide formulators and manufacturers with best-in-class renewable solutions recognized for their ability to improve processing efficiencies, deliver outstanding technical performance and enhance environmental safety. 

Headquartered in the United States of America, our name Emery Oleochemicals has its roots in a rich history that began over 180 years ago in Cincinnati, Ohio, USA, when Thomas Emery Sr. began making candles from tallow. This started a sustainable business model that today, involves making high-performance specialty chemicals predominantly derived from natural oils and fats. Using pioneering and proprietary technology, in-depth market insights and superior technical knowledge, we are able to customize our products to specific application needs in many high-growth sectors such as plastics, automotive, industrial lubricants, electronics, building and construction, food and beverage, furniture and bedding, appliances, coatings and adhesives, home and personal care, oilfield, packaging, agriculture and more.

Supported by our regional Technical Development Centers of Excellence, Emery Oleochemicals is positioned to support both exclusive and joint solution development efforts with our customers, leveraging our expertise covering four specialty business platforms – Agro Green, Bio-Lubricants, Eco-Friendly Polyols, and Green Polymer Additives – while building upon the foundation of our mainstay OleoBasics business. 

Driven by our core values of Competitive Advantage, Innovation, Trust and Partnership, we strive to continuously innovate in order to deliver sustainable solutions that meet performance, environmental and societal needs.","Chemical Manufacturing","201-500 employees","Privately Held","Cincinnati, Ohio","United States","emeryoleo.com","https://www.linkedin.com/company/emery-oleochemicals",,,,,
,"Betco Corporation","✅ Betco","Betco","Over 250 “state of the art” unique formulations for cleaning, disinfecting, floor care, skin care, industrial applications, and other assorted specialty cleaning and maintenance products. We also offer a complete line of equipment for every cleaning task from special floor-scrubbing machines to heavy duty stripping machines. 

Better chemistry, superior equipment, and a complete maintenance management process. 

With distributors located throughout the United States, Canada, Mexico and Central America, Betco has a distribution capability in every major market of the country, and is ideally positioned to expand to other markets around the globe. 

We are a customer-focused company, with all the equipment, chemicals and processes needed to fill any facility maintenance management need. We can process any order, regardless of size, within 5 working days.","Chemical Manufacturing","201-500 employees","Privately Held","Bowling Green, Ohio","United States","betco.com","https://www.linkedin.com/company/betco-corporation",,,,,
,"Koch Modular","✅ Koch Modular","Koch Modular","Koch Modular Process Systems, LLC (Koch Modular) specializes in the design and supply of modular process systems for the worldwide Chemical Processing Industry.

Koch Modular's Executive Committee is comprised of degreed chemical engineers with an average of 35+ years of experience in mass transfer process equipment design. Our business is built on the unique problem-solving skills of our process engineers. We complement our strength in process design with a project management team experienced in all aspects of detailed design, process control, and modular construction.

Koch Modular is a joint venture with Koch-Glitsch LP, one of the world's most prominent suppliers of mass transfer equipment. Koch-Glitsch's parent company is Koch Industries, one of the largest privately held corporations in the United States.

Koch Modular maintains its main office in Paramus, New Jersey, which is about 30 minutes from Newark Liberty Airport outside of New York City. We also have a pilot plant facility in Houston, Texas.","Chemical Manufacturing","51-200 employees","Privately Held","Paramus, NJ","United States","kochmodular.com","https://www.linkedin.com/company/koch-modular",,,,,
,"Kuraray America, Inc.","✅ Kuraray America","Kuraray America","Voted one of the Nation's Best and Brightest Companies to Work For, Kuraray America, Inc. (KAI) is a global leader in specialty chemical, fiber, and resin production. With top-of-the-line research and production facilities and a vast network of supply from around the world, Kuraray leads the industry in specialty dental, fiber, resin, and elastomer products. 

Kuraray America, Inc. is a wholly owned subsidiary of Kuraray Company, Ltd. Based in Tokyo, Japan. Kuraray has operations in 31 countries and employs more than 11,000 employees worldwide, including over 850 at KAI.","Chemical Manufacturing","501-1,000 employees","Public Company","Houston, Texas","United States","us.com","https://www.linkedin.com/company/kuraray-america-inc",,,,,
,"Cambridge Isotope Laboratories, Inc","✅ Cambridge Isotope Laboratories","Cambridge Isotope Laboratories","Cambridge Isotope Laboratories, Inc. (CIL) is the world leader in the separation and manufacture of stable isotopes and stable isotope-labeled compounds. With approximately 700 employees and laboratories in five countries, CIL specializes in the process of labeling biochemical and organic compounds with highly enriched, stable (non-radioactive) isotopes of carbon, hydrogen, nitrogen and oxygen.

Our chemists substitute a common atom for a rare, highly valued isotopic component so that the final product can be readily measured or traced using mass spectrometry (mass spec) or nuclear magnetic resonance (NMR). CIL¹s products are utilized in laboratories, medical, government and academic research centers and health care facilities worldwide. 

We are proud that CIL products have contributed to medical advancements in cancer research, new drug development, environmental analysis, genomics and proteomics and medical diagnostic research.

CIL¹s vision began when it was founded in 1981 by Dr. Joel Bradley, an organic chemist from MIT. We now produce more than 15,000 products and have ISO 13485 quality systems, as well as cGMP production capabilities. The CIL group is comprised of six companies: Cambridge Isotope Laboratories, Inc. (CIL), CIL Isotope Separations (CIS), CIL Canada, Inc. in Montreal, Canada; Euriso-Top in Saclay, France; ABX GmbH in Dresden, Germany and CIL China.","Chemical Manufacturing","501-1,000 employees","Privately Held","Tewksbury, MA","United States","isotope.com","https://www.linkedin.com/company/cambridge-isotope-laboratories-inc-",,,,,
,"Palmer Holland","✅ Palmer Holland","Palmer Holland","Established in 1925, today Palmer Holland is a North American specialty chemical and fine ingredient distributor of raw materials headquartered in Cleveland, Ohio with 50+ account managers stationed throughout the United States and Canada. We are a private, employee-owned company which allows us greater flexibility in the marketplace and a dedicated platform for long-term success. This flexibility allows us to provide our customers and principals with the most effective and efficient solutions. Our partners are rooted in the areas of Agriculture, CASE (coatings, adhesives, sealants, elastomers), Health & Nutrition, Lubricants, and Engineered Materials. 

Take a look at our portfolio of possibilities:

- 3M Advanced Materials
- Abitec
- Admark Polycoats
- AGRANA
- allnex (Crosslinkers, Radcure)
- American Colors
- Arkema (Coating Resins, High Performance Polymers, Rheology and Specialty Additives, Specialty Polyamides, Plastic Additives, Powder Resins)
- Aurorium (Castor Oil, Plastics)
- Baerlocher (Stearates, PVC)
- Carpenter
- CEAMSA
- CIMBAR
- Clariant (Additives, Industrial Applications)
- Dorf Ketal Chemical
- Dow Coating Materials
- DRT
- DZBH
- Elix Polymers
- Elkem Silicones 
- Evonik (Coating Additives, Silanes, Silicas)
- ExxonMobil
- Focus Chemical
- FoodRGB
- Grain Millers
- HB Fuller
- Henkel
- Huntsman
- IND HEMP
- Indorama
- INEOS Oligomers
- Kolon 
- Korea PTG
- Kronos
- Lanxess (IPG, CAB, LAB, PAB, MPP)
- LyondellBasell
- LWB
- Nitta Gelatin
- Nouryon
- Olin Epoxy
- Orkla Health
- PCBL
- PCC Chemax
- Petro-Canada
- PURIS
- Pyure Brands
- Sasol
- SAPICI
- Savanna Ingredients GmbH
- Shark Solutions
- SK geo centric
- Sonneborn
- Superior Graphite
- Synthesia
- Synthomer
- Tosoh
- Toyal
- Valio
- Versalis
- Wanhua
- WPC Technologies
- Zeochem
- Zhejiang Fenghong
- Zibo Dexin
- Zochem","Chemical Manufacturing","201-500 employees","Privately Held","Westlake, Ohio","United States","palmerholland.com","https://www.linkedin.com/company/palmer-holland",,,,,
,"DrillChem","✅ DrillChem","DrillChem","DrillChem was organized in September of 2000 in order to provide solutions to the costly drilling problems that plague oil and gas companies. The founders saw a need for a more efficient and effective approach to drilling in high-problem regions in the U.S. and internationally. Armed with a new generation of high-performance mud additives, they set out to apply proven engineering techniques to lower drilling cost overruns associated with lost circulation, stuck pipe, and shale instability.

Drillchem provides custom-tailored solutions to help operators reduce the time and costs required to drill their wells. These savings are achieved through minimizing or eliminating drilling problems and unproductive flat lines by:

 - Controlling lost circulation

 - Reducing stuck pipe occurrence

 - Inhibiting troublesome shales

 - Reducing wellbore friction in drilling and completions

 - Increasing ROP and hole cleaning in HDD applications

The mission of Drillchem is to provide specialty chemicals and value added services which create solutions for our oil and gas customers as well as to inspire a dynamic, fun work environment defined by our culture and work ethic.

The vision of Drillchem is to be the leading integrated specialty chemical provider to the drilling, completion, production, and midstream segments of the oil and gas industry.","Chemical Manufacturing","11-50 employees","Privately Held","The Woodlands, TX","United States","drillchem.com","https://www.linkedin.com/company/drillchem-drilling-solutions",,,,,
,"Michelman","✅ Michelman","Michelman","Michelman is a global developer and manufacturer of environmentally friendly advanced materials for industry, offering solutions for the coatings, printing & packaging and industrial manufacturing markets. The company’s surface additives and polymeric binders are used by leading manufacturers around the world to enhance performance attributes and add value in applications including wood and floor care products, metal and industrial coatings, paints, varnishes, inks, fibers and composites. Michelman is also well-known as an innovator in the development of barrier and functional coatings, as well as digital printing-press primers that are used in the production of consumer and industrial packaging, paper products, labels, and commercially printed materials. Michelman serves its customers with production facilities in North America, Europe and Asia, product development and technical service centers in several major global markets, and a worldwide team of highly trained business development personnel.","Chemical Manufacturing","201-500 employees","Privately Held","Cincinnati, OH","United States","michelman.com","https://www.linkedin.com/company/michelman",,,,,
,"Phoenix Oil","✅ Phoenix Oil","Phoenix Oil","Phoenix specializes in oil blending, processing, trading and reclassification.","Chemical Raw Materials Manufacturing","201-500 employees","Public Company","Humble, Texas","United States","phoenixoil-tx.com","https://www.linkedin.com/company/phoenixoil-tx",,,,,
,"IndSpyre Solutions","✅ IndSpyre Solutions","IndSpyre Solutions","We are a 100% employee-owned, national distributor of specialty chemicals for the HI&I and adjacent industrial markets.  IndSpyre Solutions contributes to the success of our customers and suppliers by meeting their needs for experienced technical sales support, exceptional customer service, superior products, timely delivery of raw materials and, very importantly, innovation. In pursuit of this mission, we embrace a culture of authentic ownership and a bias for action.  We play the long game and strive to be in business 100 years from now.  We do the right thing, even when it’s hard.  IndSpyre creates an environment where our employee-owners can develop their skills and potential while caring for our customers, suppliers, communities, and each other.","Chemical Manufacturing","11-50 employees","Privately Held","Lawrenceville, Georgia","United States","indspyre.com","https://www.linkedin.com/company/indspyre-solutions-inc",,,,,
,"Blue Sun International","✅ Blue Sun International","Blue Sun International","Blue Sun International develops innovative raw materials and specialties to bring new textures to the cosmetic industry. Texture transformation. Visual transformation. Unique textures. Our specialized sales team and applications lab will assist you on every step. We are here to help you on any project you are working on. Whether you are working on a foundations, pressed powder, blush or any other skincare & haircare formulation; the Blue Sun team is ready to support you.","Chemical Manufacturing","11-50 employees","Privately Held","Miami, Florida","United States","bluesun-international.com","https://www.linkedin.com/company/bluesuninternational",,,,,
,"Coleman Filter Company","✅ Coleman Filter","Coleman Filter","Coleman Filter Company manufactures string wound cartridge filter elements for industrial and commercial liquid/water applications. All products are manufactured in Coleman, TX and sold through a network of distributors internationally.  We pride ourselves on:

* Delivering a quality product to our customers.
* Lead times among the best in the industry.
* Stocking finished product for customers that request it.
* Stocking ample raw materials to meet peak demands.
* Ongoing Research and Development to ensure that we can continue to differentiate ourselves.

While our reputation has been built on consistent quality delivery of traditional string wound cartridges, we have also let the industry in developing direct replacements to:
* Bag/Sock Filters - The Bullet Series of products are string wound depth filters that fit directly into #1 or #2 sock baskets.
* 3M High Flow Filters - The Rocket Series of products replace the 40"" and 60"" 3M High Flow filters with depth string wound filters that last significantly longer than the pleated cartridge.
* Pall Ultipleat Filters - The Torpedo Series of products replace the 60"" and 80"" Pall Ultipleat filters and provide over 1100 cubic inches of of depth string wound filtration.
* 3M 740 Filters - The Patriot Series of products are a string wound replacement to the 40"" 3M 740 element.","Chemical Manufacturing","11-50 employees","Privately Held","Coleman, Texas","United States","colemanfilter.com","https://www.linkedin.com/company/coleman-filter-company",,,,,
,"COATECH","✅ COATECH","COATECH","COATECH: Empowering Industries with Innovative Powder Coatings

With over three decades of expertise in the coatings industry, COATECH is a global leader in providing vibrant, sustainable, and cutting-edge solutions. Our high-performance powder industrial coatings cater to diverse sectors, including manufacturers of electrical system components, agricultural machinery, construction equipment, and transportation parts. Trusted by our clients for more than 30 years, we collaborate closely to overcome challenges and pave the way forward. At COATECH, our legacy is one of innovation, sustainability, and community impact. ","Chemical Manufacturing","501-1,000 employees","Privately Held","Lancaster, Pennsylvania","United States","coatechcoatings.com","https://www.linkedin.com/company/coatech",,,,,
,"WESCO Gas & Welding Supply Inc","✅ WESCO Gas & Welding Supply","WESCO Gas & Welding Supply","Hardgood Products:

Welding & Cutting Equipment 
Filler Metals 
Tools & Machinery 
Safety Products 
Accessories 
Gas Products:

Industrial Gases 
Bulk Gases 
Specialty gaes 
Medical Gases 
HydroTest Cylinder Test Facility 
Gas Equipment & Supplies 
Services:

Factory Authorized Repair Service 
Training & Certification","Chemical Manufacturing","51-200 employees","Privately Held",,"United States","wescoweld.com","https://www.linkedin.com/company/wesco-gas-&-welding-supply-inc",,,,,
,"K-Solv","✅ K-Solv","K-Solv","K-Solv is a leading provider of chemical distribution and maritime services, as well as renewable fuels. Our vast experience, knowledge, and strong purchasing power allow us to offer a wide range of cost-effective solutions for all your chemical needs.

We are particularly known for delivering ""customized"" solutions according to your exact specifications - regardless of complexity, market conditions, or time frame.

K-Solv's primary focus has always been the customer. Our success can be attributed to strong business relationships that last over time.

Mission Statement:
K-Solv is committed to providing economical and comprehensive chemical solutions for every customer while helping to preserve the environment.","Chemical Manufacturing","51-200 employees","Public Company","Houston, Texas","United States","ksolv.com","https://www.linkedin.com/company/k-solv-lp",,,,,
,"JTM Products Inc","✅ JTM Products","JTM Products","JTM Products develops and manufactures high quality industrial soaps and lubricants. Our Murphy's brand tire mount lubricants are recognized worldwide by major tire manufacturers as a superior tire lube for bead packing, consumer tire mounting, high performance tires, truck, off-road and motorcycle tire mounting.

We are the world's leading manufacturer of pipe lubricant products. Our Phoenix brand of pipe joint lubricant is the industry's best known and most trusted, with products for both subaqueous and water dispersible applications.
We also make a diverse line of soaps, industrial lubricants and specialty products as well as offering custom lubricant and soap formulation and custom manufacturing (contract blending) services.","Chemical Manufacturing","11-50 employees","Privately Held","Solon, OH","United States","jtmproducts.com","https://www.linkedin.com/company/jtm-products-inc",,,,,
,"Resin Designs","✅ Resin Designs","Resin Designs","Established in 2005, Resin Designs develops and manufactures custom adhesives and fabricated silicones for various industries including aerospace, automotive & communication fields. Made in the United States and distributed globally, Resin Designs products are designed for customers seeking innovation in their new products and processes.

As an advanced adhesives and sealants manufacturer, Resin Designs produces quality products for applications such as semiconductor packaging and devices, EMI shielding, enclosures, smart cards and hybrid microelectronics assemblies. Our specialties include both the development and manufacture of UV and Hybrid curing systems based on epoxy, urethane, and acrylate technologies along with Precured Silicone Gels, and B-Staged Epoxy films and performs for an assortment of applications. Not only do we manufacture our own products but our dedicated team works diligently to generate custom designs to fit our clients’ needs.","Chemical Manufacturing","11-50 employees","Privately Held","Westwood, Massachusetts","United States","resindesigns.com","https://www.linkedin.com/company/resin-designs-inc",,,,,
,"B&B Blending LLC","✅ B&B Blending","B&B Blending","B&B Blending, LLC proudly manufactures a full line of quality vehicle reconditioning, car wash products, janitorial and industrial cleaning products; supplied nationally through a network of successful private label distributors. Being centrally located in Denver, Colorado allows us to quickly and efficiently service all parts of the nation.

Our unique organization is a union of individuals with over 50 years of combined experience in all phases of the auto detail industry. Having owned and operated auto recon centers, detail product distribution outlets and chemical manufacturing facilities, we are well prepared to assist our distributors with products, services, training and a wealth of knowledge acquired by actual hands-on involvement in every phase of our industry.

Due to the constant changes in materials and paints in the automobile manufacturing arena, we are committed to using the latest advancements that chemistry has to offer. This commitment empowers our distributors with products that not only solve today’s needs, but also those of the future.

We understand that a communication network is of the utmost importance to our organization. B&B Blending is committed to a close cooperative relationship with our customers. Input from distributors and consumers of our products is considered a very valuable tool to achieving supremacy in our industry.","Chemical Manufacturing","51-200 employees","Privately Held","Northglenn, Colorado","United States","bbblending.com","https://www.linkedin.com/company/b&b-blending-llc",,,,,
,"Continental Manufacturing Chemist, Inc.","✅ Continental Manufacturing Chemist","Continental Manufacturing Chemist","Trusted Contract Manufacturing Since 1959

Based in Central Iowa, we specialize in delivering turnkey contract blending, filling, and packaging solutions for the personal and animal care industries.

With over six decades of experience, we’re proud to be:
	•	cGMP Compliant and licensed by the FDA, EPA, and ATF, ensuring top-tier quality and compliance.
	•	Experts in filling a wide range of products, including liquids, gels, pastes, ointments, salves, and creams.
	•	Equipped to provide both stock formulations and tailored custom solutions to meet your specific needs.

We also hold export approval, enabling us to support your global growth.

Partner with us for reliable manufacturing, unmatched expertise, and a commitment to your success.","Chemical Manufacturing","51-200 employees","Privately Held","Huxley, Iowa","United States","cmchemist.com","https://www.linkedin.com/company/continental-manufacturing-chemist-inc-",,,,,
,"Mitsubishi Gas Chemical America","✅ Mitsubishi Gas Chemical America","Mitsubishi Gas Chemical America","Mitsubishi Gas Chemical America has been leading the way in the fields of basic chemicals to specialty and advanced materials in the United States since 1984. As a subsidiary of Mitsubishi Gas Chemical Company, Inc. in Tokyo, MGCA follows the same company motto, “To offer unique products through original technology.” With Tokyo leading the charge and developing innovative new technologies and materials, MGCA
strives to bring that excellence to the shores of the United States of America.

MGCA services all of North and South America with a variety of services from natural gas chemicals to IT and technological raw materials to food and pharmaceutical support applications. Combining our management
policy, “To contribute to the development and peas of society through the creation of a diverse range of value based on chemistry,” with spectacular customer service is what MGCA is all about.

While MGC focuses on specializing, differentiating and creating high performance products that can respond to the demands of an every changing market place, we are able to focus on you, the customer. Through customer service, logistical knowledge, technical assistance and superior products, MGCA is here to help guide you and your company into the future.","Chemical Manufacturing","11-50 employees","Public Company","New York, NY","United States","mgc-a.com","https://www.linkedin.com/company/mitsubishi-gas-chemical-america",,,,,
,"Grupo Oriente LLC","✅ Grupo Oriente","Grupo Oriente","CPG BROKER","Chemical Manufacturing","11-50 employees","Self Owned","Austin, TX","United States","gruporiente.com","https://www.linkedin.com/company/bayern-distribuidora-química",,,,,
,"Blended Waxes, Inc.","✅ Blended Waxes","Blended Waxes","Originally producing cheese waxes and hot melt adhesives, in the mid-1980s we expanded our custom-blending operation to include wax emulsions and synthetic lubricants. Blended Waxes is now recognized as a full-service custom-blend facility and contract manufacturer.

We mix our personalized approach with state-of-the-art technology and a sophisticated lab staff to create quality custom blending solutions.","Chemical Manufacturing","51-200 employees","Privately Held","Oshkosh, WI","United States","blendedwaxes.com","https://www.linkedin.com/company/blended-waxes-inc-",,,,,
,"BYU AIChE","✅ BYU AIChE","BYU AIChE","BYU's Chapter of the American Institute of Chemical Engineers (AIChE) strives to empower our membership by providing them opportunities to succeed socially,  academically, and professionally. We aim to promote holistic personal development by hosting events such as industry guest lectures, plant tours, lab walk-throughs, socials, rotational dinners and more. We provide opportunities to learn about a variety of industries such as pharmaceuticals, oil and gas, renewable energy, food processing, and semiconductors. Our chapter has won the AIChE Outstanding Chapter Award 8 years running.","Chemical Manufacturing","11-50 employees","Educational","Provo, Utah","United States","byu.edu","https://www.linkedin.com/company/byu-aiche",,,,,
,"Central Ohio Welding Inc.","✅ Central Ohio Welding","Central Ohio Welding","Founded in 1911, Central Ohio Welding is a 100% Employee-Owned Gas and Welding Distributor dedicated to helping our customers grow their businesses. By offering technical solutions to many of our customers' challenges, we help them achieve their goals as their partner.
Our staff has over 80 years of combined experience in Gas Distribution and Welding Supplies. We pride ourselves on having the technical knowledge and the available inventory to help our customers when they need it.","Chemical Manufacturing","11-50 employees","Privately Held","Columbus, Ohio","United States","centralohiowelding.com","https://www.linkedin.com/company/central-ohio-welding-inc.",,,,,
